Rk,Year,Tm,Lg,W,L,Finish,Playoffs,Stadium,Attendance,Attend/G,Rank,Est. Payroll,PPF,BPF
63,1952,St. Louis Cardinals,NL,88,66,3,,Sportsman's Park III,913113,11859,4th of 8,,99,100
64,1951,St. Louis Cardinals,NL,81,73,3,,Sportsman's Park III,1013429,12828,3rd of 8,,100,100
65,1950,St. Louis Cardinals,NL,78,75,5,,Sportsman's Park III,1093411,14387,5th of 8,,103,104
66,1949,St. Louis Cardinals,NL,96,58,2,,Sportsman's Park III,1430676,18110,3rd of 8,,102,104
67,1948,St. Louis Cardinals,NL,85,69,2,,Sportsman's Park III,1111440,14434,6th of 8,,103,106
68,1947,St. Louis Cardinals,NL,89,65,2,,Sportsman's Park III,1247913,16207,6th of 8,,101,104
69,1946,St. Louis Cardinals,NL,98,58,1,Won WS (4-3),Sportsman's Park III,1061807,13613,4th of 8,,101,104
70,1945,St. Louis Cardinals,NL,95,59,2,,Sportsman's Park III,594630,7623,5th of 8,,99,103
71,1944,St. Louis Cardinals,NL,105,49,1,Won WS (4-2),Sportsman's Park III,461968,6000,5th of 8,,99,103
72,1943,St. Louis Cardinals,NL,105,49,1,Lost WS (4-1),Sportsman's Park III,517135,6384,3rd of 8,,100,106
73,1942,St. Louis Cardinals,NL,106,48,1,Won WS (4-1),Sportsman's Park III,553552,7097,4th of 8,,103,108
74,1941,St. Louis Cardinals,NL,97,56,2,,Sportsman's Park III,633645,8021,4th of 8,,104,107
75,1940,St. Louis Cardinals,NL,84,69,3,,Sportsman's Park III,324078,4209,6th of 8,,103,105
76,1939,St. Louis Cardinals,NL,92,61,2,,Sportsman's Park III,400245,5066,5th of 8,,105,106
77,1938,St. Louis Cardinals,NL,71,80,6,,Sportsman's Park III,291418,3598,7th of 8,,104,105
78,1937,St. Louis Cardinals,NL,81,73,4,,Sportsman's Park III,430811,5385,5th of 8,,101,101
79,1936,St. Louis Cardinals,NL,87,67,2,,Sportsman's Park III,448078,5819,5th of 8,,98,99
80,1935,St. Louis Cardinals,NL,96,58,2,,Sportsman's Park III,506084,6573,3rd of 8,,102,104
81,1934,St. Louis Cardinals,NL,95,58,1,Won WS (4-3),Sportsman's Park III,325056,4222,5th of 8,,104,107
82,1933,St. Louis Cardinals,NL,82,71,5,,Sportsman's Park III,256171,3327,6th of 8,,104,106
83,1932,St. Louis Cardinals,NL,72,82,6,,Sportsman's Park III,279219,3534,7th of 8,,102,104
84,1931,St. Louis Cardinals,NL,101,53,1,Won WS (4-3),Sportsman's Park III,608535,7802,4th of 8,,103,105
85,1930,St. Louis Cardinals,NL,92,62,1,Lost WS (4-2),Sportsman's Park III,508501,6604,4th of 8,,102,105
86,1929,St. Louis Cardinals,NL,78,74,4,,Sportsman's Park III,399887,5193,5th of 8,,101,103
87,1928,St. Louis Cardinals,NL,95,59,1,Lost WS (4-0),Sportsman's Park III,761574,9891,3rd of 8,,101,103
88,1927,St. Louis Cardinals,NL,92,61,2,,Sportsman's Park III,749340,9367,4th of 8,,103,105
89,1926,St. Louis Cardinals,NL,89,65,1,Won WS (4-3),Sportsman's Park III,668428,8461,5th of 8,,102,104
90,1925,St. Louis Cardinals,NL,77,76,4,,Sportsman's Park III,404959,5328,6th of 8,,101,102
91,1924,St. Louis Cardinals,NL,65,89,6,,Sportsman's Park III,272885,3544,7th of 8,,98,98
92,1923,St. Louis Cardinals,NL,79,74,5,,Sportsman's Park III,338551,4340,6th of 8,,97,97
93,1922,St. Louis Cardinals,NL,85,69,3,,Sportsman's Park III,536998,6974,2nd of 8,,94,95
94,1921,St. Louis Cardinals,NL,87,66,3,,Sportsman's Park III,384773,4933,5th of 8,,96,97
95,1920,St. Louis Cardinals,NL,75,79,5,,Sportsman's Park III &  Robison Field,326836,4300,7th of 8,,98,98
96,1919,St. Louis Cardinals,NL,54,83,7,,Robison Field,167059,2421,7th of 8,,97,95
97,1918,St. Louis Cardinals,NL,51,78,8,,Robison Field,110599,1515,6th of 8,,98,96
98,1917,St. Louis Cardinals,NL,82,70,3,,Robison Field,288491,3699,4th of 8,,99,97
99,1916,St. Louis Cardinals,NL,60,93,7,,Robison Field,224308,2951,8th of 8,,100,98
100,1915,St. Louis Cardinals,NL,72,81,6,,Robison Field,252666,3119,5th of 8,,102,101
101,1914,St. Louis Cardinals,NL,81,72,3,,Robison Field,256099,3242,3rd of 8,,100,98
102,1913,St. Louis Cardinals,NL,51,99,8,,Robison Field,203531,2750,8th of 8,,101,98
103,1912,St. Louis Cardinals,NL,63,90,6,,Robison Field,241759,3140,7th of 8,,101,98
104,1911,St. Louis Cardinals,NL,75,74,5,,Robison Field,447768,5668,3rd of 8,,99,97
105,1910,St. Louis Cardinals,NL,63,90,7,,Robison Field,355668,4680,5th of 8,,98,96
106,1909,St. Louis Cardinals,NL,54,98,7,,Robison Field,299982,3947,7th of 8,,97,93
107,1908,St. Louis Cardinals,NL,49,105,8,,Robison Field,205129,2664,8th of 8,,100,95
108,1907,St. Louis Cardinals,NL,52,101,8,,Robison Field,185377,2347,8th of 8,,101,96
109,1906,St. Louis Cardinals,NL,52,98,7,,Robison Field,283770,3685,6th of 8,,100,96
110,1905,St. Louis Cardinals,NL,58,96,6,,Robison Field,292800,3803,6th of 8,,99,97
111,1904,St. Louis Cardinals,NL,75,79,5,,Robison Field,386750,5089,4th of 8,,98,95
112,1903,St. Louis Cardinals,NL,43,94,8,,Robison Field,226538,3283,5th of 8,,100,97
113,1902,St. Louis Cardinals,NL,56,78,6,,Robison Field,226417,3235,4th of 8,,98,95
114,1901,St. Louis Cardinals,NL,76,64,4,,Robison Field,379988,5278,1st of 8,,96,95
115,1900,St. Louis Cardinals,NL,65,75,5,,Robison Field,270000,3750,2nd of 8,,98,98
116,1899,St. Louis Perfectos,NL,84,67,5,,Robison Field,373909,4298,2nd of 12,,103,102
117,1898,St. Louis Browns,NL,39,111,12,,Robison Field,151700,2298,7th of 12,,105,102
118,1897,St. Louis Browns,NL,29,102,12,,Robison Field,136400,2236,11th of 12,,102,97
119,1896,St. Louis Browns,NL,40,90,11,,Robison Field,184000,2968,10th of 12,,99,96
120,1895,St. Louis Browns,NL,39,92,11,,Robison Field,170000,2500,9th of 12,,101,99
121,1894,St. Louis Browns,NL,56,76,9,,Robison Field,155000,2348,8th of 12,,101,99
122,1893,St. Louis Browns,NL,57,75,10,,Robison Field,195000,2708,7th of 12,,101,100
123,1892,St. Louis Browns,NL,56,94,11,,Sportsman's Park I &  Association Park,192442,2566,3rd of 12,,105,105
124,1891,St. Louis Browns,AA,85,51,2,,Sportsman's Park I,,,,,106,107
125,1890,St. Louis Browns,AA,78,58,3,,Sportsman's Park I,,,,,113,116
126,1889,St. Louis Browns,AA,90,45,2,,Sportsman's Park I,,,,,108,111
127,1888,St. Louis Browns,AA,92,43,1,Lost WS (6-4),Sportsman's Park I,,,,,104,109
128,1887,St. Louis Browns,AA,95,40,1,Lost WS (10-5),Sportsman's Park I,,,,,105,110
129,1886,St. Louis Browns,AA,93,46,1,Won WS (4-2),Sportsman's Park I,,,,,99,104
130,1885,St. Louis Browns,AA,79,33,1,Tied in WS (3-3-1),Sportsman's Park I,,,,,102,106
131,1884,St. Louis Browns,AA,67,40,4,,Sportsman's Park I,,,,,101,104
132,1883,St. Louis Browns,AA,65,33,2,,Sportsman's Park I,,,,,106,105
133,1882,St. Louis Brown Stockings,AA,37,43,5,,Sportsman's Park I,,,,,103,103

1,2014,Arizona Diamondbacks,NL West,64,98,5,,Chase Field &  Sydney Cricket Grounds,2073730,25602,14th of 15,$105550000,102,102
2,2013,Arizona Diamondbacks,NL West,81,81,2,,Chase Field,2134895,26357,14th of 15,$80060500,103,102
3,2012,Arizona Diamondbacks,NL West,81,81,3,,Chase Field,2177617,26884,13th of 16,$67069833,103,103
4,2011,Arizona Diamondbacks,NL West,94,68,1,Lost LDS (3-2),Chase Field,2105432,25993,12th of 16,$54823166,103,103
5,2010,Arizona Diamondbacks,NL West,65,97,5,,Chase Field,2056697,25391,13th of 16,$61368166,105,105
6,2009,Arizona Diamondbacks,NL West,70,92,5,,Chase Field,2128765,26281,11th of 16,$75920666,106,105
7,2008,Arizona Diamondbacks,NL West,82,80,2,,Chase Field,2509924,30987,11th of 16,$66202712,107,107
8,2007,Arizona Diamondbacks,NL West,90,72,1,Lost NLCS (4-0),Chase Field,2325249,28707,12th of 16,$52067546,107,107
9,2006,Arizona Diamondbacks,NL West,76,86,4,,Chase Field,2091685,25823,14th of 16,$59984226,105,105
10,2005,Arizona Diamondbacks,NL West,77,85,2,,Bank One Ballpark,2059424,25425,12th of 16,$62629166,104,103
11,2004,Arizona Diamondbacks,NL West,51,111,5,,Bank One Ballpark,2519560,31106,8th of 16,$69780750,106,105
12,2003,Arizona Diamondbacks,NL West,84,78,3,,Bank One Ballpark,2805542,34636,5th of 16,$80657000,109,108
13,2002,Arizona Diamondbacks,NL West,98,64,1,Lost LDS (3-0),Bank One Ballpark,3198977,39494,2nd of 16,$102819999,110,111
14,2001,Arizona Diamondbacks,NL West,92,70,1,Won WS (4-3),Bank One Ballpark,2736451,33783,9th of 16,$85082999,107,108
15,2000,Arizona Diamondbacks,NL West,85,77,3,,Bank One Ballpark,2942251,36324,6th of 16,$81027833,103,104
16,1999,Arizona Diamondbacks,NL West,100,62,1,Lost LDS (3-1),Bank One Ballpark,3019654,37280,5th of 16,$68703999,100,101
17,1998,Arizona Diamondbacks,NL West,65,97,5,,Bank One Ballpark,3610290,44571,2nd of 16,$32347000,99,100

1,2014,Colorado Rockies,NL West,66,96,4,,Coors Field,2680329,33090,5th of 15,$87137500,116,115
2,2013,Colorado Rockies,NL West,74,88,5,,Coors Field,2793828,34492,5th of 15,$73768000,119,118
3,2012,Colorado Rockies,NL West,64,98,5,,Coors Field,2630458,32475,7th of 16,$75485000,117,117
4,2011,Colorado Rockies,NL West,73,89,4,,Coors Field,2909777,35923,7th of 16,$91648071,119,119
5,2010,Colorado Rockies,NL West,83,79,3,,Coors Field,2875245,35497,6th of 16,$90677000,115,115
6,2009,Colorado Rockies,NL West,92,70,2,Lost LDS (3-1),Coors Field,2665080,32902,8th of 16,$79250200,112,112
7,2008,Colorado Rockies,NL West,74,88,3,,Coors Field,2650218,32719,9th of 16,$68655500,109,109
8,2007,Colorado Rockies,NL West,90,73,2,Lost WS (4-0),Coors Field,2376250,28979,11th of 16,$54041000,108,107
9,2006,Colorado Rockies,NL West,76,86,4,,Coors Field,2104362,25980,13th of 16,$41233000,109,109
10,2005,Colorado Rockies,NL West,67,95,5,,Coors Field,1914389,23634,14th of 16,$47839000,113,112
11,2004,Colorado Rockies,NL West,68,94,4,,Coors Field,2338069,28865,9th of 16,$65445167,114,113
12,2003,Colorado Rockies,NL West,74,88,4,,Coors Field,2334085,28816,9th of 16,$67179667,116,115
13,2002,Colorado Rockies,NL West,73,89,4,,Coors Field,2737838,33800,6th of 16,$56851043,116,115
14,2001,Colorado Rockies,NL West,73,89,5,,Coors Field,3166821,39097,2nd of 16,$71541334,122,122
15,2000,Colorado Rockies,NL West,82,80,4,,Coors Field,3295129,40681,3rd of 16,$61111190,125,125
16,1999,Colorado Rockies,NL West,72,90,5,,Coors Field,3481065,42976,1st of 16,$61935837,127,126
17,1998,Colorado Rockies,NL West,77,85,4,,Coors Field,3792683,46823,1st of 16,$50484648,122,121
18,1997,Colorado Rockies,NL West,83,79,3,,Coors Field,3888453,48006,1st of 14,$43559667,123,122
19,1996,Colorado Rockies,NL West,83,79,3,,Coors Field,3891014,48037,1st of 14,$40324823,123,123
20,1995,Colorado Rockies,NL West,77,67,2,Lost LDS (3-1),Coors Field,3390037,47084,1st of 14,$34154717,128,128
21,1994,Colorado Rockies,NL West,53,64,3,,Mile High Stadium,3281511,57570,1st of 14,$23887333,118,117
22,1993,Colorado Rockies,NL West,67,95,6,,Mile High Stadium,4483350,55350,1st of 14,$10353500,118,116

1,2014,Los Angeles Dodgers,NL West,94,68,1,,Dodger Stadium,3782337,46696,1st of 15,$212972000,95,96
2,2013,Los Angeles Dodgers,NL West,92,70,1,Lost NLCS (4-2),Dodger Stadium,3743527,46216,1st of 15,$254161000,95,96
3,2012,Los Angeles Dodgers,NL West,86,76,2,,Dodger Stadium,3324246,41040,3rd of 16,$177033600,96,96
4,2011,Los Angeles Dodgers,NL West,82,79,3,,Dodger Stadium,2935139,36236,6th of 16,$103785477,96,96
5,2010,Los Angeles Dodgers,NL West,80,82,4,,Dodger Stadium,3562320,43979,2nd of 16,$95358016,96,96
6,2009,Los Angeles Dodgers,NL West,95,67,1,Lost NLCS (4-1),Dodger Stadium,3761655,46440,1st of 16,$102117592,95,95
7,2008,Los Angeles Dodgers,NL West,84,78,1,Lost NLCS (4-1),Dodger Stadium,3730553,46056,2nd of 16,$118588536,97,98
8,2007,Los Angeles Dodgers,NL West,82,80,4,,Dodger Stadium,3857036,47618,1st of 16,$108454524,100,101
9,2006,Los Angeles Dodgers,NL West,88,74,2,Lost LDS (3-0),Dodger Stadium,3758545,46402,1st of 16,$98447187,100,101
10,2005,Los Angeles Dodgers,NL West,71,91,4,,Dodger Stadium,3603646,44489,1st of 16,$83039000,97,98
11,2004,Los Angeles Dodgers,NL West,93,69,1,Lost LDS (3-1),Dodger Stadium,3488283,43065,1st of 16,$92902001,95,95
12,2003,Los Angeles Dodgers,NL West,85,77,2,,Dodger Stadium,3138626,38748,2nd of 16,$105872620,94,94
13,2002,Los Angeles Dodgers,NL West,92,70,3,,Dodger Stadium,3131255,38657,3rd of 16,$94850953,92,92
14,2001,Los Angeles Dodgers,NL West,86,76,3,,Dodger Stadium,3017143,37249,4th of 16,$109105953,91,92
15,2000,Los Angeles Dodgers,NL West,86,76,2,,Dodger Stadium,2880242,35559,7th of 16,$88124286,93,94
16,1999,Los Angeles Dodgers,NL West,77,85,3,,Dodger Stadium,3095346,38214,4th of 16,$81062453,94,94
17,1998,Los Angeles Dodgers,NL West,83,79,3,,Dodger Stadium,3089222,38139,5th of 16,$48820000,95,95
18,1997,Los Angeles Dodgers,NL West,88,74,2,,Dodger Stadium,3319504,40982,3rd of 14,$45380304,92,93
19,1996,Los Angeles Dodgers,NL West,90,72,2,Lost LDS (3-0),Dodger Stadium,3188454,39364,2nd of 14,$35355000,92,93
20,1995,Los Angeles Dodgers,NL West,78,66,1,Lost LDS (3-0),Dodger Stadium,2766251,38420,2nd of 14,$39273201,90,91
21,1994,Los Angeles Dodgers,NL West,58,56,1,,Dodger Stadium,2279355,41443,3rd of 14,$38000001,93,94
22,1993,Los Angeles Dodgers,NL West,81,81,4,,Dodger Stadium,3170393,39141,3rd of 14,$39440999,94,94
23,1992,Los Angeles Dodgers,NL West,63,99,6,,Dodger Stadium,2473266,30534,2nd of 12,$44788166,99,99
24,1991,Los Angeles Dodgers,NL West,93,69,2,,Dodger Stadium,3348170,41335,1st of 12,$32790664,97,98
25,1990,Los Angeles Dodgers,NL West,86,76,2,,Dodger Stadium,3002396,37067,1st of 12,$22018704,97,97
26,1989,Los Angeles Dodgers,NL West,77,83,4,,Dodger Stadium,2944653,36354,2nd of 12,$21071562,98,99
27,1988,Los Angeles Dodgers,NL West,94,67,1,Won WS (4-1),Dodger Stadium,2980262,36793,2nd of 12,$17141015,97,98
28,1987,Los Angeles Dodgers,NL West,73,89,4,,Dodger Stadium,2797409,34536,3rd of 12,$14474737,98,98
29,1986,Los Angeles Dodgers,NL West,73,89,5,,Dodger Stadium,3023208,37324,1st of 12,$15213776,93,93
30,1985,Los Angeles Dodgers,NL West,95,67,1,Lost NLCS (4-2),Dodger Stadium,3264593,40304,1st of 12,$10967917,96,96
31,1984,Los Angeles Dodgers,NL West,79,83,4,,Dodger Stadium,3134824,38702,1st of 12,,98,98
32,1983,Los Angeles Dodgers,NL West,91,71,1,Lost NLCS (3-1),Dodger Stadium,3510313,43879,1st of 12,,99,99
33,1982,Los Angeles Dodgers,NL West,88,74,2,,Dodger Stadium,3608881,44554,1st of 12,,97,98
34,1981,Los Angeles Dodgers,NL West,63,47,2,Won WS (4-2),Dodger Stadium,2381292,42523,1st of 12,,96,97
35,1980,Los Angeles Dodgers,NL West,92,71,2,,Dodger Stadium,3249287,39625,1st of 12,,98,99
36,1979,Los Angeles Dodgers,NL West,79,83,3,,Dodger Stadium,2860954,35320,1st of 12,,97,99
37,1978,Los Angeles Dodgers,NL West,95,67,1,Lost WS (4-2),Dodger Stadium,3347845,41331,1st of 12,,98,99
38,1977,Los Angeles Dodgers,NL West,98,64,1,Lost WS (4-2),Dodger Stadium,2955087,36483,1st of 12,,98,99
39,1976,Los Angeles Dodgers,NL West,92,70,2,,Dodger Stadium,2386301,29461,3rd of 12,,96,98
40,1975,Los Angeles Dodgers,NL West,88,74,2,,Dodger Stadium,2539349,31350,1st of 12,,94,95
41,1974,Los Angeles Dodgers,NL West,102,60,1,Lost WS (4-1),Dodger Stadium,2632474,32500,1st of 12,,94,96
42,1973,Los Angeles Dodgers,NL West,95,66,2,,Dodger Stadium,2136192,26373,1st of 12,,95,96
43,1972,Los Angeles Dodgers,NL West,85,70,2,,Dodger Stadium,1860858,24811,2nd of 12,,97,98
44,1971,Los Angeles Dodgers,NL West,89,73,2,,Dodger Stadium,2064594,25489,2nd of 12,,93,94
45,1970,Los Angeles Dodgers,NL West,87,74,2,,Dodger Stadium,1697142,20952,3rd of 12,,94,95
46,1969,Los Angeles Dodgers,NL West,85,77,4,,Dodger Stadium,1784527,22031,2nd of 12,,92,93
47,1968,Los Angeles Dodgers,NL,76,86,7,,Dodger Stadium,1581093,19520,3rd of 10,,92,92
48,1967,Los Angeles Dodgers,NL,73,89,8,,Dodger Stadium,1664362,20548,2nd of 10,,91,91
49,1966,Los Angeles Dodgers,NL,95,67,1,Lost WS (4-0),Dodger Stadium,2617029,32309,1st of 10,,91,92
50,1965,Los Angeles Dodgers,NL,97,65,1,Won WS (4-3),Dodger Stadium,2553577,31526,1st of 10,,92,93
51,1964,Los Angeles Dodgers,NL,80,82,6,,Dodger Stadium,2228751,27515,1st of 10,,91,93
52,1963,Los Angeles Dodgers,NL,99,63,1,Won WS (4-0),Dodger Stadium,2538602,31341,1st of 10,,91,92
53,1962,Los Angeles Dodgers,NL,102,63,2,,Dodger Stadium,2755184,33195,1st of 10,,92,94
54,1961,Los Angeles Dodgers,NL,89,65,2,,Los Angeles Memorial Coliseum,1804250,23432,1st of 8,,106,107
55,1960,Los Angeles Dodgers,NL,82,72,4,,Los Angeles Memorial Coliseum,2253887,29271,1st of 8,,105,106
56,1959,Los Angeles Dodgers,NL,88,68,1,Won WS (4-2),Los Angeles Memorial Coliseum,2071045,26552,1st of 8,,107,107
57,1958,Los Angeles Dodgers,NL,71,83,7,,Los Angeles Memorial Coliseum,1845556,23968,2nd of 8,,105,104
58,1957,Brooklyn Dodgers,NL,84,70,3,,Ebbets Field &  Roosevelt Stadium,1028258,13354,5th of 8,,106,109
59,1956,Brooklyn Dodgers,NL,93,61,1,Lost WS (4-3),Ebbets Field &  Roosevelt Stadium,1213562,15761,2nd of 8,,106,109
60,1955,Brooklyn Dodgers,NL,98,55,1,Won WS (4-3),Ebbets Field,1033589,13423,2nd of 8,,101,104
61,1954,Brooklyn Dodgers,NL,92,62,2,,Ebbets Field,1020531,13254,4th of 8,,101,104
62,1953,Brooklyn Dodgers,NL,105,49,1,Lost WS (4-2),Ebbets Field,1163419,14916,2nd of 8,,100,103
63,1952,Brooklyn Dodgers,NL,96,57,1,Lost WS (4-3),Ebbets Field,1088704,13609,1st of 8,,98,102
64,1951,Brooklyn Dodgers,NL,97,60,2,,Ebbets Field,1282628,16444,1st of 8,,99,102
65,1950,Brooklyn Dodgers,NL,89,65,2,,Ebbets Field,1185896,15204,2nd of 8,,99,103
66,1949,Brooklyn Dodgers,NL,97,57,1,Lost WS (4-1),Ebbets Field,1633747,20945,1st of 8,,102,104
67,1948,Brooklyn Dodgers,NL,84,70,3,,Ebbets Field,1398967,17935,4th of 8,,101,104
68,1947,Brooklyn Dodgers,NL,94,60,1,Lost WS (4-3),Ebbets Field,1807526,23173,1st of 8,,101,103
69,1946,Brooklyn Dodgers,NL,96,60,2,,Ebbets Field,1796824,22745,1st of 8,,99,101
70,1945,Brooklyn Dodgers,NL,87,67,3,,Ebbets Field,1059220,13580,1st of 8,,99,99
71,1944,Brooklyn Dodgers,NL,63,91,7,,Ebbets Field,605905,7869,3rd of 8,,98,98
72,1943,Brooklyn Dodgers,NL,81,72,3,,Ebbets Field,661739,8594,1st of 8,,99,101
73,1942,Brooklyn Dodgers,NL,104,50,2,,Ebbets Field,1037765,13136,1st of 8,,99,102
74,1941,Brooklyn Dodgers,NL,100,54,1,Lost WS (4-1),Ebbets Field,1214910,15379,1st of 8,,102,105
75,1940,Brooklyn Dodgers,NL,88,65,2,,Ebbets Field,975978,12049,1st of 8,,105,107
76,1939,Brooklyn Dodgers,NL,84,69,3,,Ebbets Field,955668,12252,2nd of 8,,104,105
77,1938,Brooklyn Dodgers,NL,69,80,7,,Ebbets Field,663087,8961,4th of 8,,104,103
78,1937,Brooklyn Dodgers,NL,62,91,6,,Ebbets Field,482481,6348,3rd of 8,,103,101
79,1936,Brooklyn Dodgers,NL,67,87,7,,Ebbets Field,489618,6198,3rd of 8,,103,101
80,1935,Brooklyn Dodgers,NL,70,83,5,,Ebbets Field,470517,6111,4th of 8,,99,98
81,1934,Brooklyn Dodgers,NL,71,81,6,,Ebbets Field,434188,5639,3rd of 8,,96,95
82,1933,Brooklyn Dodgers,NL,65,88,6,,Ebbets Field,526815,6585,3rd of 8,,96,95
83,1932,Brooklyn Dodgers,NL,81,73,3,,Ebbets Field,681827,8741,2nd of 8,,98,98
84,1931,Brooklyn Robins,NL,79,73,4,,Ebbets Field,753133,9910,3rd of 8,,99,100
85,1930,Brooklyn Robins,NL,86,68,4,,Ebbets Field,1097329,14251,2nd of 8,,99,100
86,1929,Brooklyn Robins,NL,70,83,6,,Ebbets Field,731886,9505,3rd of 8,,98,98
87,1928,Brooklyn Robins,NL,77,76,6,,Ebbets Field,664863,8635,4th of 8,,99,98
88,1927,Brooklyn Robins,NL,65,88,6,,Ebbets Field,637230,8611,5th of 8,,101,100
89,1926,Brooklyn Robins,NL,71,82,6,,Ebbets Field,650819,8563,6th of 8,,99,98
90,1925,Brooklyn Robins,NL,68,85,6,,Ebbets Field,659435,8564,3rd of 8,,97,97
91,1924,Brooklyn Robins,NL,92,62,2,,Ebbets Field,818883,10635,2nd of 8,,97,97
92,1923,Brooklyn Robins,NL,76,78,6,,Ebbets Field,564666,7239,5th of 8,,97,98
93,1922,Brooklyn Robins,NL,76,78,6,,Ebbets Field,498865,6396,5th of 8,,100,100
94,1921,Brooklyn Robins,NL,77,75,5,,Ebbets Field,613245,7862,3rd of 8,,104,105
95,1920,Brooklyn Robins,NL,93,61,1,Lost WS (5-2),Ebbets Field,808722,10368,2nd of 8,,102,103
96,1919,Brooklyn Robins,NL,69,71,5,,Ebbets Field,360721,5153,4th of 8,,102,102
97,1918,Brooklyn Robins,NL,57,69,5,,Ebbets Field,83831,1552,8th of 8,,100,98
98,1917,Brooklyn Robins,NL,70,81,7,,Ebbets Field,221619,2841,6th of 8,,103,102
99,1916,Brooklyn Robins,NL,94,60,1,Lost WS (4-1),Ebbets Field,447747,5740,4th of 8,,103,103
100,1915,Brooklyn Robins,NL,80,72,3,,Ebbets Field,297766,3818,4th of 8,,102,103
101,1914,Brooklyn Robins,NL,75,79,5,,Ebbets Field,122671,1553,7th of 8,,102,101
102,1913,Brooklyn Superbas,NL,65,84,6,,Ebbets Field,347000,4506,4th of 8,,102,102
103,1912,Brooklyn Dodgers,NL,58,95,7,,Washington Park III,243000,3197,6th of 8,,98,96
104,1911,Brooklyn Dodgers,NL,64,86,7,,Washington Park III,269000,3635,7th of 8,,97,95
105,1910,Brooklyn Superbas,NL,64,90,6,,Washington Park III,279321,3492,7th of 8,,100,97
106,1909,Brooklyn Superbas,NL,55,98,6,,Washington Park III,321300,4067,5th of 8,,100,96
107,1908,Brooklyn Superbas,NL,53,101,7,,Washington Park III,275600,3579,6th of 8,,99,96
108,1907,Brooklyn Superbas,NL,65,83,5,,Washington Park III,312500,4058,4th of 8,,95,92
109,1906,Brooklyn Superbas,NL,66,86,5,,Washington Park III,277400,3650,7th of 8,,96,92
110,1905,Brooklyn Superbas,NL,48,104,8,,Washington Park III,227924,2960,7th of 8,,96,92
111,1904,Brooklyn Superbas,NL,56,97,6,,Washington Park III,214600,2824,6th of 8,,100,97
112,1903,Brooklyn Superbas,NL,70,66,5,,Washington Park III,224670,3078,6th of 8,,98,98
113,1902,Brooklyn Superbas,NL,75,63,2,,Washington Park III,199868,2897,6th of 8,,98,99
114,1901,Brooklyn Superbas,NL,79,57,3,,Washington Park III,198200,2915,7th of 8,,101,103
115,1900,Brooklyn Superbas,NL,82,54,1,,Washington Park III,183000,2507,7th of 8,,103,105
116,1899,Brooklyn Superbas,NL,101,47,1,,Washington Park III,269641,3457,4th of 12,,101,102
117,1898,Brooklyn Bridegrooms,NL,54,91,10,,Washington Park III &  West New York Field Club Grounds,122514,1656,9th of 12,,100,100
118,1897,Brooklyn Bridegrooms,NL,61,71,7,,Eastern Park,220831,3155,7th of 12,,95,94
119,1896,Brooklyn Bridegrooms,NL,58,73,10,,Eastern Park,201000,3092,8th of 12,,94,94
120,1895,Brooklyn Grooms,NL,71,60,5,,Eastern Park,230000,3433,7th of 12,,92,92
